"hh_id","kebele","woreda","zone","killil","dispute","land_red","age_head","f_head","edu_head","m_ad","f_ad","hh_size","n_plots","cert_rnd_two","cert_rnd_one","cert","ironroof2","mobile2","taperec2","radio2","sofa2","barrel2","cart2","plow2","jewelty2","townhouse2","wealth_score","credit_amt","credit"
"1066","11","321","32","3",0,0,55,1,0,2,1,5,3,0,1,1,1,0,0,1,0,0,0,0,0,0,0.610457013846747,4000,1
"1067","11","321","32","3",0,1,60,0,1,2,1,3,4,0,1,1,1,1,0,1,0,1,0,0,0,0,-0.352730645944831,9000,1
"1068","140","431","43","4",0,0,40,0,0,1,3,8,3,0,1,1,1,1,0,1,0,0,0,1,0,0,-0.0643278286413472,0,0
"1069","10","321","32","3",0,1,59,1,1,2,1,6,5,0,1,1,1,1,0,0,0,0,0,1,1,0,-0.064342208526529,0,0
"1070","10","321","32","3",0,0,40,0,1,1,1,6,7,0,1,1,1,1,0,0,0,0,0,1,1,0,-0.064342208526529,5000,1
"1071","10","321","32","3",0,0,71,0,0,5,2,9,6,0,0,0,1,1,0,1,0,0,0,1,0,0,-0.0643278286413472,2200,1
"1072","9","321","32","3",1,0,70,0,0,2,2,4,4,0,1,1,1,0,1,0,0,1,0,0,0,0,0.24196535279975,0,0
"1073","9","321","32","3",0,0,45,0,1,1,1,8,3,0,1,1,1,1,0,0,0,0,0,0,0,0,0.507361968970515,0,0
"1074","10","321","32","3",0,1,55,0,1,3,1,8,5,0,1,1,1,1,0,1,0,1,0,1,1,0,-0.924434823441876,0,0
"1075","10","321","32","3",0,0,58,0,1,1,2,9,12,0,1,1,1,1,1,1,0,1,0,1,0,0,-0.813709469716402,0,0
"1076","10","321","32","3",0,0,45,0,1,1,1,5,4,0,1,1,1,0,1,1,0,0,0,1,0,0,0.149478190075176,0,0
"1077","9","321","32","3",0,1,51,0,1,3,2,6,5,0,1,1,1,1,1,1,0,1,0,1,1,0,-1.19461382962964,5000,1
"1078","9","321","32","3",0,1,60,0,1,1,1,6,4,0,1,1,1,1,1,1,0,1,0,0,1,0,-1.00381401204584,0,0
"1079","9","321","32","3",1,0,68,0,0,2,2,6,2,0,1,1,1,1,0,0,0,0,0,1,0,0,0.316562151386711,0,0
"1080","9","321","32","3",0,0,45,0,1,1,1,7,5,0,1,1,1,1,1,1,0,0,0,1,0,0,-0.334506834829113,2000,1
"1081","1","321","32","3",0,0,43,0,1,3,1,8,3,1,1,1,1,1,1,1,1,1,0,1,1,0,-1.27243602138364,0,0
"1082","1","321","32","3",0,0,55,0,1,3,2,11,4,1,1,1,1,1,1,1,1,0,0,1,0,0,-0.41232902658311,0,0
"1083","1","321","32","3",0,0,60,0,1,3,2,8,8,1,1,1,1,1,1,1,1,0,0,0,0,1,-0.348240899565191,0,0
"1084","1","321","32","3",0,0,45,0,1,1,1,7,3,1,1,1,1,1,1,1,1,1,0,1,1,0,-1.27243602138364,0,0
"1085","1","321","32","3",0,0,55,0,1,4,1,8,1,1,1,1,1,1,0,1,0,1,0,1,1,0,-0.924434823441876,14000,1
"1086","6","321","32","3",0,0,70,1,0,2,3,6,2,0,1,1,1,1,1,1,0,1,0,0,0,0,-0.622909652132597,0,0
"1087","6","321","32","3",0,0,55,1,0,3,1,4,4,0,1,1,1,1,1,1,0,0,0,1,0,0,-0.334506834829113,0,0
"1088","6","321","32","3",0,0,65,1,0,2,1,7,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0.23718296278275,0,0
"1089","6","321","32","3",0,1,70,0,1,1,1,2,5,0,1,1,1,1,1,1,0,1,0,1,0,0,-0.813709469716402,0,0
"1090","7","321","32","3",0,0,42,0,1,1,2,6,7,0,1,1,1,0,1,1,1,0,0,0,1,0,-0.118448544008256,3000,1
"1091","7","321","32","3",0,0,32,0,1,1,0,6,5,0,1,1,1,1,1,1,0,0,0,0,0,1,-0.270418707811194,0,0
"1092","7","321","32","3",1,1,50,0,1,4,1,7,3,0,0,0,1,1,0,1,0,0,0,0,0,0,0.126471988942458,0,0
"1093","7","321","32","3",0,0,70,0,0,2,1,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0.991346993874805,0,0
"1094","11","321","32","3",0,0,60,0,0,1,0,2,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0.23718296278275,0,0
"1095","11","321","32","3",0,0,50,0,1,2,1,8,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0.721167987687038,4000,1
"1096","11","321","32","3",0,0,45,1,0,0,2,2,2,0,1,1,1,0,1,0,0,0,0,0,0,0,0.721167987687038,0,0
"1097","6","321","32","3",0,0,50,1,0,1,2,4,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0.991346993874805,0,0
"1098","7","321","32","3",0,0,40,0,1,1,1,4,2,0,1,1,1,1,1,1,0,1,0,0,0,0,-0.622909652132597,0,0
"1099","7","321","32","3",0,0,65,0,0,2,1,4,3,0,1,1,1,1,0,0,0,0,0,0,0,0,0.507361968970515,2000,1
"1100","7","321","32","3",0,0,35,0,1,1,1,8,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0.507361968970515,6000,1
"1101","7","321","32","3",0,0,57,0,1,1,1,4,5,0,1,1,1,1,1,1,0,1,0,0,1,0,-1.00381401204584,16500,1
"1102","11","321","32","3",1,0,55,0,1,2,1,8,4,0,1,1,1,1,0,0,0,0,0,1,0,0,0.316562151386711,100,1
"1103","11","321","32","3",0,0,80,0,0,4,1,5,2,0,0,0,1,0,0,0,0,0,0,1,1,0,0.41964281637776,0,0
"1104","11","321","32","3",0,0,36,0,1,1,2,9,3,0,1,1,1,1,0,1,0,0,0,0,1,1,-0.381144061536668,8000,1
"1105","10","321","32","3",0,0,40,0,1,1,1,6,3,0,1,1,1,1,1,0,0,0,0,1,0,0,0.0463831451989448,9000,1
"1106","10","321","32","3",0,0,70,0,1,1,1,3,2,0,1,1,0,0,1,1,0,0,0,0,0,0,0.606240613979175,0,0
"1107","10","321","32","3",0,0,60,0,0,4,1,6,9,0,1,1,1,0,0,1,0,0,0,1,0,0,0.419657196262942,1300,1
"1108","9","321","32","3",0,1,50,1,0,1,4,6,5,1,1,1,1,1,1,0,0,0,0,1,1,0,-0.334521214714295,0,0
"1109","9","321","32","3",0,1,65,0,0,4,1,7,7,0,1,1,1,1,0,1,0,0,0,1,0,0,-0.0643278286413472,0,0
"1110","9","321","32","3",0,1,92,0,1,2,1,3,3,0,1,1,1,1,1,1,0,1,0,1,0,0,-0.813709469716402,0,0
"1111","2","321","32","3",0,0,65,1,0,2,2,6,4,1,1,1,1,1,0,0,0,0,0,0,0,0,0.507361968970515,0,0
"1112","2","321","32","3",0,0,40,0,1,1,1,2,4,1,1,1,1,1,0,0,0,0,0,0,0,0,0.507361968970515,0,0
"1113","2","321","32","3",0,0,50,1,0,2,1,3,4,1,1,1,1,1,1,0,0,0,0,1,0,0,0.0463831451989448,0,0
"1114","2","321","32","3",0,0,53,0,1,1,1,5,5,1,1,1,1,1,1,0,0,0,0,1,1,0,-0.334521214714295,0,0
"1115","8","321","32","3",0,0,40,0,1,2,2,4,3,0,1,1,1,1,0,0,0,0,0,0,0,0,0.507361968970515,0,0
"1116","8","321","32","3",0,0,48,0,1,3,1,8,2,1,1,1,1,0,0,1,0,0,0,0,0,0,0.610457013846747,0,0
"1117","8","321","32","3",0,0,75,0,0,2,2,5,3,0,1,1,1,1,0,0,0,1,0,0,0,0,0.0281593340832265,0,0
"1118","6","321","32","3",0,0,39,0,1,1,1,6,2,0,1,1,1,1,1,1,1,1,0,0,1,0,-1.08163620379983,0,0
"1119","6","321","32","3",0,0,50,0,1,2,1,7,3,0,1,1,1,0,0,0,0,0,0,1,0,0,0.800547176291,900,1
"1120","6","321","32","3",0,0,45,1,0,0,2,3,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0.23718296278275,0,0
"1121","2","321","32","3",0,0,70,0,1,2,3,9,6,1,1,1,1,1,1,0,0,0,0,1,0,0,0.0463831451989448,0,0
"1122","2","321","32","3",0,0,47,0,1,1,1,5,5,1,1,1,1,1,0,0,0,0,0,0,0,0,0.507361968970515,2000,1
"1123","2","321","32","3",0,0,70,0,0,1,2,4,3,1,1,1,0,0,0,0,0,0,0,0,0,0,1.257309600195,0,0
"1124","2","321","32","3",0,0,70,1,0,1,2,7,5,1,1,1,1,1,1,1,0,0,0,1,0,0,-0.334506834829113,0,0
"1125","8","321","32","3",0,0,70,0,1,2,1,5,2,1,1,1,1,1,1,1,0,0,0,1,0,0,-0.334506834829113,0,0
"1126","8","321","32","3",1,0,50,1,0,2,3,5,9,1,1,1,1,1,1,1,0,1,0,1,1,0,-1.19461382962964,0,0
"1127","8","321","32","3",0,0,50,0,1,2,1,10,2,1,1,1,1,1,1,1,0,0,0,1,0,0,-0.334506834829113,7000,1
"1128","8","321","32","3",0,0,40,0,0,1,1,6,3,0,1,1,1,0,1,0,0,0,0,0,0,0,0.721167987687038,100,1
"1129","6","321","32","3",0,0,99,0,0,2,2,4,3,0,1,1,1,0,0,1,0,0,0,1,1,0,0.0387528363497021,4000,1
"1131","6","321","32","3",0,0,37,0,1,1,1,6,7,0,0,0,1,1,0,1,0,0,0,1,0,0,-0.0643278286413472,0,0
"1132","6","321","32","3",0,0,60,0,1,2,3,7,6,0,1,1,1,1,0,0,0,1,0,0,1,0,-0.352745025830013,0,0
"1133","7","321","32","3",0,0,50,0,0,1,1,4,1,0,1,1,1,1,0,0,1,1,0,0,0,0,-0.0496628576707706,0,0
"1134","11","321","32","3",0,0,55,0,1,1,2,5,3,0,1,1,1,1,0,0,0,0,0,0,0,0,0.507361968970515,0,0
"1135","7","321","32","3",1,0,60,0,1,2,1,6,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0.991346993874805,4000,1
"1136","7","321","32","3",0,0,30,0,0,1,2,5,2,0,0,0,1,0,1,1,0,0,0,1,0,0,0.149478190075176,3000,1
"1137","11","321","32","3",0,0,51,1,0,1,1,3,3,0,1,1,1,1,0,0,0,0,0,0,0,0,0.507361968970515,0,0
"1139","11","321","32","3",0,0,58,0,1,2,2,6,4,0,1,1,1,1,1,1,0,1,0,1,1,0,-1.19461382962964,0,0
"1140","11","321","32","3",0,0,52,0,0,1,3,6,3,0,1,1,1,1,1,0,0,0,0,1,0,0,0.0463831451989448,0,0
"1141","10","321","32","3",0,0,70,0,0,2,2,5,5,0,1,1,1,0,0,0,0,0,0,1,0,0,0.800547176291,0,0
"1142","10","321","32","3",0,0,45,1,0,1,2,5,2,0,1,1,1,1,0,1,0,1,0,1,1,0,-0.924434823441876,0,0
"1143","9","321","32","3",0,0,45,0,1,1,1,6,4,0,1,1,1,1,0,1,0,0,0,1,0,0,-0.0643278286413472,1000,1
"1144","1","321","32","3",0,0,75,0,1,5,1,9,8,1,1,1,1,1,0,0,0,0,0,1,0,0,0.316562151386711,10000,1
"1145","1","321","32","3",0,0,45,1,0,0,1,5,6,1,1,1,1,1,0,0,0,0,0,0,0,0,0.507361968970515,0,0
"1147","1","321","32","3",0,0,56,1,0,0,1,3,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0.991346993874805,2800,1
"1148","1","321","32","3",0,0,48,0,1,1,1,7,13,1,1,1,1,1,1,1,1,1,0,0,0,1,-0.82744353445248,6000,1
"1149","1","321","32","3",0,0,50,0,1,2,1,7,5,1,1,1,1,1,0,1,0,1,0,1,0,0,-0.543530463528636,0,0
"1150","1","321","32","3",0,0,52,0,1,5,2,8,3,1,1,1,1,1,0,1,1,1,0,1,0,1,-0.748064345848519,0,0
"1151","6","321","32","3",0,0,56,0,0,2,1,6,5,0,1,1,1,1,0,0,0,1,0,0,0,0,0.0281593340832265,2000,1
"1152","6","321","32","3",0,0,53,0,1,1,1,4,2,0,1,1,1,0,1,0,0,0,0,0,0,0,0.721167987687038,2300,1
"1153","6","321","32","3",1,0,50,0,1,2,3,6,4,0,1,1,1,1,0,1,1,1,0,0,0,0,-0.430552837698828,10000,1
"1154","6","321","32","3",0,0,58,0,1,2,1,4,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0.991346993874805,2000,1
"1155","7","321","32","3",0,0,42,0,1,1,2,6,2,0,1,1,1,1,0,1,1,0,1,0,0,0,-0.160415987453769,0,0
"1156","7","321","32","3",1,0,67,0,0,5,1,7,4,0,0,0,1,1,1,0,0,0,0,0,0,0,0.23718296278275,2000,1
"1157","7","321","32","3",0,0,31,0,1,1,1,2,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0.126471988942458,0,0
"1158","7","321","32","3",0,0,35,0,1,1,1,5,2,0,0,0,1,1,1,1,0,0,0,1,0,0,-0.334506834829113,3000,1
"1159","11","321","32","3",1,0,53,0,0,2,3,17,8,1,1,1,1,1,1,1,0,0,0,1,1,0,-0.715411194742353,6000,1
"1160","11","321","32","3",0,0,49,0,1,2,1,6,3,0,1,1,1,1,0,0,0,1,0,0,0,0,0.0281593340832265,2500,1
"1161","11","321","32","3",1,0,70,0,0,2,1,3,2,0,1,1,1,0,1,1,0,0,0,0,0,0,0.340278007658981,1500,1
"1162","10","321","32","3",0,0,70,0,1,2,2,6,13,0,1,1,1,1,0,1,1,1,0,1,0,0,-0.621352655282633,0,0
"1163","9","321","32","3",1,0,45,0,1,1,1,7,6,0,1,1,1,1,0,1,0,1,0,1,1,0,-0.924434823441876,4500,1
"1164","10","321","32","3",1,0,35,0,1,2,1,7,4,0,0,0,1,1,1,0,0,0,0,1,1,0,-0.334521214714295,6000,1
"1165","10","321","32","3",1,0,75,0,0,2,2,5,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0.507361968970515,0,0
"1166","3","321","32","3",0,1,65,0,1,1,2,5,8,0,1,1,1,1,1,1,0,1,0,0,0,0,-0.622909652132597,0,0
"1167","3","321","32","3",0,0,52,0,1,1,1,7,4,0,0,0,1,1,0,0,0,0,0,0,1,0,0.126457609057276,600,1
"1168","3","321","32","3",0,0,42,0,0,1,1,5,3,0,1,1,1,1,0,1,0,0,0,0,0,0,0.126471988942458,500,1
"1170","4","321","32","3",0,0,40,0,0,1,1,7,7,0,1,1,1,1,1,0,0,0,0,1,1,0,-0.334521214714295,0,0
"1171","4","321","32","3",0,0,45,0,1,2,2,7,5,0,1,1,1,0,0,0,0,1,0,1,0,0,0.321344541403711,0,0
"1172","4","321","32","3",1,0,38,0,1,1,1,8,12,0,1,1,1,1,0,0,0,1,0,1,1,0,-0.543544843413818,1000,1
"1173","4","321","32","3",1,0,65,0,1,3,1,7,6,0,1,1,1,1,0,0,0,0,0,1,0,0,0.316562151386711,500,1
"1174","4","321","32","3",0,0,36,0,0,1,1,4,3,0,1,1,1,0,1,0,0,0,0,1,0,0,0.530368170103234,3500,1
"1175","4","321","32","3",0,0,41,0,1,1,1,6,5,0,1,1,1,0,0,0,0,0,0,1,1,0,0.41964281637776,9500,1
"1176","5","321","32","3",0,0,32,0,1,2,1,6,4,1,1,1,1,1,0,0,0,0,0,1,1,0,-0.064342208526529,4000,1
"1177","5","321","32","3",0,0,40,1,1,0,1,5,4,1,1,1,1,1,1,1,0,0,0,0,0,0,-0.143707017245308,0,0
"1178","5","321","32","3",0,0,50,0,1,1,1,4,4,1,1,1,1,1,0,1,0,0,0,1,0,0,-0.0643278286413472,0,0
"1179","5","321","32","3",1,0,70,0,0,1,0,2,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0.991346993874805,0,0
"1180","5","321","32","3",1,0,65,0,0,6,1,7,4,1,1,1,1,1,1,1,0,1,0,1,0,0,-0.813709469716402,0,0
"1181","5","321","32","3",0,0,40,0,1,2,1,8,12,1,1,1,1,1,0,0,0,0,0,1,0,0,0.316562151386711,10500,1
"1182","5","321","32","3",0,0,50,0,1,3,2,11,6,1,1,1,1,1,0,1,0,1,0,0,0,0,-0.352730645944831,0,0
"1183","4","321","32","3",0,0,41,0,0,1,1,6,3,0,1,1,1,1,0,0,0,0,0,1,0,0,0.316562151386711,6800,1
"1184","4","321","32","3",0,0,55,0,0,1,1,7,4,0,1,1,1,0,1,0,0,1,0,0,0,0,0.24196535279975,0,0
"1185","4","321","32","3",1,0,70,0,1,3,3,7,6,0,1,1,1,1,1,1,0,1,0,0,0,0,-0.622909652132597,0,0
"1186","3","321","32","3",0,0,70,0,1,1,1,2,6,0,1,1,1,0,0,0,0,1,0,0,0,0,0.512144358987515,0,0
"1187","3","321","32","3",1,0,52,0,1,1,1,7,4,0,1,1,1,1,1,1,1,0,0,1,0,0,-0.41232902658311,0,0
"1188","3","321","32","3",0,0,42,0,1,1,1,6,3,0,1,1,1,1,0,1,0,0,0,0,0,0,0.126471988942458,0,0
"1189","3","321","32","3",0,0,55,0,1,2,1,10,3,0,0,0,1,1,1,1,0,1,0,1,0,0,-0.813709469716402,0,0
"1190","4","321","32","3",0,0,49,0,1,2,1,5,7,0,1,1,1,1,1,1,0,1,0,1,1,0,-1.19461382962964,0,0
"1191","4","321","32","3",1,0,55,1,0,0,2,4,3,0,1,1,1,1,0,0,0,0,0,1,1,0,-0.064342208526529,2000,1
"1192","4","321","32","3",0,0,50,0,1,1,4,9,2,0,1,1,1,1,1,1,0,1,0,1,1,0,-1.19461382962964,5000,1
"1193","4","321","32","3",0,0,50,1,0,0,1,2,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0.316562151386711,0,0
"1194","4","321","32","3",0,0,45,0,1,1,1,8,5,0,1,1,1,1,0,1,0,0,0,1,1,0,-0.445232188554587,0,0
"1196","4","321","32","3",0,0,40,0,1,1,1,8,7,0,1,1,1,0,0,0,0,1,0,0,0,0,0.512144358987515,0,0
"1197","3","321","32","3",0,0,36,0,1,1,1,5,2,0,1,1,1,1,1,1,0,0,0,0,1,0,-0.524611377158548,0,0
"1198","3","321","32","3",0,0,55,1,0,1,1,2,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0.991346993874805,0,0
"1199","3","321","32","3",0,0,43,0,1,2,1,8,6,0,1,1,1,1,0,0,0,0,0,1,0,0,0.316562151386711,0,0
"1200","3","321","32","3",0,0,68,0,1,2,1,6,5,0,1,1,1,1,1,1,0,0,0,0,0,0,-0.143707017245308,0,0
"1201","49","331","33","3",1,0,40,0,1,1,3,10,4,0,1,1,1,1,1,1,0,1,0,1,1,0,-1.19461382962964,7500,1
"1202","49","331","33","3",0,0,35,0,1,1,1,7,3,1,1,1,1,1,0,0,0,0,0,1,0,0,0.316562151386711,1000,1
"1203","49","331","33","3",0,0,55,0,0,1,1,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.991346993874805,0,0
"1204","49","331","33","3",1,0,81,0,0,2,2,8,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-0.0985523564826595,5500,1
"1205","49","331","33","3",0,0,34,0,1,1,2,4,2,0,1,1,1,1,0,0,0,0,0,1,0,0,0.316562151386711,0,0
"1206","49","331","33","3",0,0,46,0,1,3,2,13,2,0,1,1,1,1,1,1,0,0,0,1,0,0,-0.334506834829113,0,0
"1208","49","331","33","3",0,0,46,0,0,2,1,10,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0.582524757706905,0,0
"1209","49","331","33","3",1,0,41,0,1,1,3,9,1,0,1,1,1,1,1,1,1,1,0,0,1,1,-1.20834789436572,0,0
"1210","49","331","33","3",0,0,75,0,0,2,2,6,3,0,1,1,1,0,0,0,0,0,0,1,0,0,0.800547176291,0,0
"1211","49","331","33","3",0,0,60,0,1,3,2,8,1,0,1,1,1,1,1,1,0,1,0,1,0,0,-0.813709469716402,14660,1
"1212","49","331","33","3",0,0,37,0,1,1,1,8,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0.582524757706905,4000,1
"1213","49","331","33","3",0,0,41,0,1,1,2,13,3,0,1,1,1,1,0,1,1,1,0,1,1,1,-1.12896870576176,3000,1
"1214","49","331","33","3",0,0,27,0,1,1,1,6,1,0,1,1,1,1,1,0,0,1,0,1,1,1,-0.94043554016747,0,0
"1216","49","331","33","3",0,0,52,0,0,3,2,10,2,0,1,1,1,1,0,1,0,0,0,1,0,0,-0.0643278286413472,12000,1
"1217","49","331","33","3",0,0,60,0,0,2,4,8,1,0,1,1,1,1,1,1,0,1,0,1,0,1,-0.940421160282288,0,0
"1218","49","331","33","3",0,0,70,0,1,2,2,6,4,1,1,1,0,0,0,0,0,0,0,1,0,0,1.06650978261119,0,0
"1219","49","331","33","3",0,0,38,0,1,1,1,5,2,1,1,1,1,1,0,0,0,0,0,1,0,1,0.189850460820825,5500,1
"1220","49","331","33","3",0,0,58,0,0,3,1,9,1,0,0,0,1,1,1,1,0,0,0,1,0,0,-0.334506834829113,0,0
"1221","50","331","33","3",0,0,40,0,1,1,1,11,3,0,1,1,1,1,0,0,0,0,0,0,1,0,0.126457609057276,0,0
"1222","50","331","33","3",0,0,46,0,1,2,1,14,3,0,1,1,1,1,1,1,0,0,0,0,1,0,-0.524611377158548,2500,1
"1223","50","331","33","3",0,0,52,0,0,1,1,6,2,1,1,1,1,0,1,0,0,0,0,0,1,0,0.340263627773799,0,0
"1224","50","331","33","3",0,0,50,0,0,3,2,11,3,0,1,1,1,0,0,1,0,0,0,1,0,1,0.292945505697056,5000,1
"1225","50","331","33","3",0,0,70,0,0,3,2,6,4,0,1,1,1,0,0,0,0,0,0,1,0,0,0.800547176291,0,0
"1227","50","331","33","3",0,0,67,0,0,1,1,7,3,0,1,1,1,1,1,0,0,0,0,0,1,0,-0.14372139713049,0,0
"1228","50","331","33","3",0,0,48,1,0,1,1,5,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0.991346993874805,0,0
"1229","50","331","33","3",0,0,62,0,1,2,1,10,3,0,1,1,1,1,1,1,0,1,0,1,0,1,-0.940421160282288,0,0
"1230","50","331","33","3",0,0,60,1,0,0,1,6,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0.483745323280861,0,0
"1231","50","331","33","3",0,0,60,0,0,1,1,6,2,0,1,1,1,0,1,1,0,1,0,0,0,1,-0.265636317794194,0,0
"1232","50","331","33","3",0,0,68,0,1,1,1,4,2,0,1,1,1,1,0,1,0,1,0,0,1,0,-0.733635005858071,0,0
"1233","50","331","33","3",0,0,33,0,1,1,1,8,4,0,1,1,1,1,1,0,0,0,0,0,1,1,-0.270433087696376,0,0
"1234","50","331","33","3",0,0,54,0,1,1,1,8,3,0,1,1,1,1,1,1,0,1,0,0,1,0,-1.00381401204584,0,0
"1235","51","331","33","3",1,0,47,0,1,2,3,11,6,1,1,1,1,1,1,1,1,1,0,1,1,0,-1.27243602138364,31000,1
"1236","51","331","33","3",0,0,50,0,0,1,1,11,3,0,0,0,1,0,0,1,0,0,0,1,0,0,0.419657196262942,1000,1
"1238","51","331","33","3",0,0,36,0,1,1,1,8,2,1,1,1,1,1,0,1,0,1,0,1,1,0,-0.924434823441876,6000,1
"1240","51","331","33","3",0,0,58,0,1,2,1,6,9,0,1,1,1,1,0,1,1,1,0,1,0,1,-0.748064345848519,0,0
"1241","51","331","33","3",0,0,40,0,1,2,2,5,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0.582524757706905,0,0
"1242","51","331","33","3",0,0,38,0,1,1,1,9,2,0,0,0,0,1,1,1,0,0,0,1,0,0,-0.0685442285089184,0,0
"1243","51","331","33","3",0,0,60,0,1,4,3,10,4,0,1,1,1,1,1,1,1,1,0,1,1,1,-1.39914771194952,14000,1
"1244","51","331","33","3",0,0,78,0,0,2,1,7,5,0,0,0,1,1,1,1,0,0,0,1,1,0,-0.715411194742353,0,0
"1245","51","331","33","3",0,0,53,0,1,2,1,5,4,0,0,0,1,1,0,0,0,1,0,0,1,0,-0.352745025830013,0,0
"1246","51","331","33","3",0,0,50,0,0,1,1,7,2,0,0,0,0,1,0,1,0,0,0,1,0,0,0.201634777678848,10000,1
"1248","51","331","33","3",0,0,70,0,0,1,1,7,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0.419657196262942,0,0
"1249","51","331","33","3",0,0,56,1,0,2,2,4,2,0,1,1,0,0,0,0,0,0,0,1,0,0,1.06650978261119,0,0
"1250","51","331","33","3",0,0,70,0,0,1,1,4,3,1,1,1,1,0,0,0,0,0,0,1,0,0,0.800547176291,0,0
"1251","51","331","33","3",0,0,45,0,1,1,1,9,3,0,0,0,1,1,0,1,0,1,0,1,0,0,-0.543530463528636,20000,1
"1252","51","331","33","3",0,0,49,0,0,1,1,8,3,0,1,1,1,0,1,1,0,0,0,1,0,0,0.149478190075176,0,0
"1253","51","331","33","3",0,0,87,0,0,1,1,4,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0.685619802583137,0,0
"1254","51","331","33","3",0,0,40,0,0,1,1,7,2,0,1,1,1,0,1,1,0,0,0,1,0,0,0.149478190075176,0,0
"1255","51","331","33","3",0,0,52,0,1,1,1,5,4,0,0,0,1,1,1,1,0,0,0,1,0,1,-0.461218525394999,0,0
"1256","51","331","33","3",0,0,55,0,0,1,1,4,5,0,1,1,1,1,1,1,1,0,0,1,0,1,-0.539040717148996,0,0
"1257","51","331","33","3",0,0,61,0,0,2,3,8,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0.800547176291,0,0
"1258","51","331","33","3",0,0,48,0,0,2,2,9,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0.582524757706905,0,0
"1259","51","331","33","3",0,0,53,0,1,5,4,13,4,0,0,0,1,1,1,1,1,1,0,1,1,0,-1.27243602138364,15000,1
"1260","51","331","33","3",0,0,50,0,1,2,1,5,2,0,1,1,1,0,0,0,0,1,0,1,1,0,-0.059559818509529,0,0
"1261","51","331","33","3",0,1,57,0,0,3,3,10,11,0,0,0,1,1,1,1,0,1,0,1,1,1,-1.32132552019553,0,0
"1262","51","331","33","3",0,0,74,0,0,2,1,4,2,0,1,1,1,0,0,0,0,0,0,1,0,0,0.800547176291,0,0
"1263","51","331","33","3",0,0,55,0,1,1,2,8,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0.800547176291,2000,1
"1264","51","331","33","3",0,0,49,0,1,3,2,10,3,1,0,1,1,1,0,1,0,0,0,1,0,0,-0.0643278286413472,0,0
"1265","51","331","33","3",0,0,50,0,0,3,1,11,2,0,1,1,0,0,1,1,0,0,0,1,0,0,0.415440796395371,0,0
"1266","46","331","33","3",0,0,60,0,0,3,3,8,3,0,0,0,1,1,0,0,0,1,0,1,0,1,-0.289352174066464,10000,1
"1267","46","331","33","3",0,0,40,0,0,1,1,11,1,0,1,1,1,1,0,1,0,1,0,0,0,1,-0.479442336510717,0,0
"1268","46","331","33","3",0,0,85,0,0,1,1,4,4,0,1,1,1,0,0,0,0,0,0,1,0,0,0.800547176291,0,0
"1269","46","331","33","3",0,0,40,0,0,2,2,12,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0.673835485725114,0,0
"1271","46","331","33","3",0,0,60,0,0,3,1,10,3,0,0,0,1,0,1,1,0,0,0,1,0,1,0.02276649950929,4000,1
"1272","46","331","33","3",0,0,43,0,0,1,2,13,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1.257309600195,0,0
"1273","46","331","33","3",0,0,55,0,0,1,1,5,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0.23718296278275,0,0
"1274","46","331","33","3",0,0,37,0,1,1,2,8,4,0,1,1,1,1,0,1,1,0,0,0,1,1,-0.458966253290665,5600,1
"1275","46","331","33","3",0,0,70,0,0,2,1,5,3,0,1,1,0,0,0,0,0,0,0,0,0,0,1.257309600195,13500,1
"1276","46","331","33","3",0,0,44,0,1,2,2,10,3,0,1,1,1,1,1,1,0,1,0,0,0,0,-0.622909652132597,8500,1
"1277","46","331","33","3",0,0,46,0,0,1,1,12,3,0,0,0,1,1,1,1,0,0,0,1,0,0,-0.334506834829113,2600,1
"1279","46","331","33","3",0,0,75,0,0,2,2,4,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0.796330776423428,0,0
