"hh_id","kebele","woreda","zone","killil","dispute","land_red","age_head","f_head","edu_head","m_ad","f_ad","hh_size","n_plots","cert_rnd_two","cert_rnd_one","cert","ironroof2","mobile2","taperec2","radio2","sofa2","barrel2","cart2","plow2","jewelty2","townhouse2","wealth_score","credit_amt","credit"
"2392","153","461","46","4",0,0,48,0,1,1,1,5,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0.126457609057276,0,0
"2393","153","461","46","4",0,0,80,1,0,0,2,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0.991346993874805,0,0
"2394","153","461","46","4",0,0,35,1,1,0,2,4,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0.507361968970515,0,0
"2395","153","461","46","4",0,0,41,0,1,2,3,7,2,0,1,1,1,1,1,1,1,1,0,1,1,1,-1.39914771194952,0,0
"2396","153","461","46","4",0,0,60,0,1,1,2,7,2,0,1,1,1,1,0,1,0,1,0,1,1,0,-0.924434823441876,0,0
"2397","153","461","46","4",0,0,35,1,1,1,2,7,1,0,1,1,1,1,1,1,0,0,0,1,1,0,-0.715411194742353,0,0
"2398","153","461","46","4",1,0,35,0,1,1,1,7,2,0,1,1,1,1,0,1,0,0,0,1,1,0,-0.445232188554587,0,0
"2399","153","461","46","4",0,0,40,1,0,0,1,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1.257309600195,0,0
"2400","153","461","46","4",0,0,55,1,0,0,1,3,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0.991346993874805,0,0
"2401","211","421","42","4",0,0,55,0,0,2,2,4,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0.512144358987515,0,0
"2402","211","421","42","4",0,0,55,0,1,1,1,9,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0.77332457529071,0,0
"2403","211","421","42","4",0,0,60,0,1,2,2,9,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0.507361968970515,0,0
"2404","211","421","42","4",0,0,36,0,1,1,1,7,3,1,0,1,1,1,1,1,0,1,0,1,0,0,-0.813709469716402,0,0
"2405","211","421","42","4",0,0,80,0,0,3,2,7,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0.991346993874805,0,0
"2406","211","421","42","4",0,0,55,1,1,2,1,5,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0.991346993874805,0,0
"2407","211","421","42","4",0,0,56,0,0,3,2,7,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0.991346993874805,0,0
"2408","211","421","42","4",0,0,44,1,0,3,3,7,1,1,0,1,1,1,1,0,0,0,0,0,1,0,-0.14372139713049,0,0
"2409","211","421","42","4",0,0,65,0,0,2,1,7,3,1,0,1,1,0,1,0,0,1,0,0,0,0,0.24196535279975,0,0
"2410","211","421","42","4",0,0,41,0,0,1,1,8,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0.991346993874805,0,0
"2411","211","421","42","4",0,0,40,1,0,1,1,3,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0.512144358987515,0,0
"2412","211","421","42","4",0,0,38,0,1,1,1,9,3,1,0,1,1,1,0,0,0,1,1,0,1,0,-0.561810810472243,0,0
"2413","211","421","42","4",0,0,70,1,0,2,2,4,1,1,0,1,1,1,0,0,1,1,0,0,1,0,-0.43056721758401,0,0
"2414","211","421","42","4",0,0,37,0,1,1,1,7,2,1,0,1,1,1,1,1,0,0,0,0,0,0,-0.143707017245308,0,0
"2415","211","421","42","4",1,0,48,1,0,1,2,7,2,1,0,1,1,1,1,0,1,1,0,0,1,0,-0.700746223771776,0,0
"2416","211","421","42","4",0,0,55,0,1,1,2,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1.257309600195,0,0
"2417","211","421","42","4",0,0,48,0,0,3,1,11,4,1,0,1,1,0,1,1,0,0,1,1,0,0,-0.0595875945670541,0,0
"2418","211","421","42","4",0,0,46,0,1,2,1,3,3,1,0,1,1,1,1,1,1,1,0,1,1,1,-1.39914771194952,0,0
"2419","211","421","42","4",0,0,38,0,1,1,1,5,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0.77332457529071,0,0
"2420","214","421","42","4",0,0,68,0,0,3,2,5,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0.991346993874805,0,0
"2421","214","421","42","4",1,0,65,0,0,1,1,4,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1.257309600195,0,0
"2422","214","421","42","4",0,0,46,0,1,2,2,7,1,1,0,1,1,1,0,1,0,0,0,0,1,0,-0.254432370970782,0,0
"2423","214","421","42","4",0,0,40,0,1,3,1,6,2,1,0,1,1,1,1,1,1,1,0,1,0,1,-1.01824335203629,0,0
"2424","214","421","42","4",0,0,54,0,0,2,2,9,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1.257309600195,0,0
"2425","214","421","42","4",0,0,55,0,1,3,4,10,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0.991346993874805,0,0
"2426","214","421","42","4",0,0,43,0,1,2,2,6,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0.610457013846747,0,0
"2427","214","421","42","4",0,0,80,1,0,1,2,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.991346993874805,0,0
"2428","214","421","42","4",0,0,44,0,1,2,1,8,2,1,0,1,1,1,0,1,0,0,0,0,0,0,0.126471988942458,0,0
"2429","214","421","42","4",0,0,60,0,0,2,1,8,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0.220473992574288,0,0
"2430","214","421","42","4",0,0,60,0,0,3,1,6,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0.991346993874805,0,0
"2431","214","421","42","4",0,0,47,0,0,1,1,8,2,0,0,0,1,1,0,1,0,0,0,0,1,0,-0.254432370970782,0,0
"2432","214","421","42","4",0,0,48,0,1,2,1,7,2,1,1,1,1,1,0,0,0,0,0,0,1,0,0.126457609057276,0,0
"2433","214","421","42","4",0,0,70,0,0,3,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.257309600195,3600,1
"2434","214","421","42","4",0,0,72,0,0,2,3,7,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0.991346993874805,0,0
"2435","214","421","42","4",0,0,70,0,0,2,2,7,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0.507361968970515,0,0
"2436","214","421","42","4",0,0,70,0,0,1,1,6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1.257309600195,0,0
"2437","214","421","42","4",0,0,70,0,0,3,2,9,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0.991346993874805,0,0
"2438","214","421","42","4",0,0,70,0,1,2,5,10,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0.507361968970515,0,0
"2439","209","421","42","4",0,0,80,0,0,1,1,5,1,1,0,1,1,1,1,0,0,0,0,0,1,0,-0.14372139713049,0,0
"2440","209","421","42","4",0,0,45,0,1,2,1,8,2,1,0,1,1,1,1,1,1,1,0,0,1,0,-1.08163620379983,5000,1
"2441","209","421","42","4",0,0,65,0,0,2,2,7,4,1,0,1,1,0,0,1,0,0,0,1,0,0,0.419657196262942,0,0
"2442","209","421","42","4",0,0,42,0,1,2,1,9,3,1,0,1,1,1,1,1,0,1,0,0,0,0,-0.622909652132597,0,0
"2443","209","421","42","4",0,0,68,0,1,2,1,5,2,1,0,1,1,1,1,0,0,1,0,0,1,0,-0.622924032017779,0,0
"2444","209","421","42","4",0,0,46,0,1,2,4,14,2,1,0,1,1,1,1,1,0,0,0,0,1,1,-0.651323067724434,0,0
"2445","209","421","42","4",0,0,50,1,0,1,3,6,1,1,0,1,1,1,1,0,0,0,0,0,1,0,-0.14372139713049,0,0
"2446","209","421","42","4",0,0,38,0,1,1,1,7,5,1,0,1,1,1,1,1,0,1,0,0,1,1,-1.13052570261172,0,0
"2447","209","421","42","4",0,0,45,0,1,4,2,13,1,1,0,1,1,1,1,0,0,0,0,0,1,0,-0.14372139713049,0,0
"2448","209","421","42","4",0,0,51,0,1,2,3,11,2,1,0,1,1,1,1,0,1,1,0,0,1,1,-0.827457914337662,0,0
"2449","209","421","42","4",0,0,46,0,1,1,1,6,4,1,0,1,1,1,1,1,0,0,0,0,1,0,-0.524611377158548,0,0
"2450","209","421","42","4",0,0,44,0,1,2,1,9,1,1,0,1,1,1,1,1,0,0,0,0,1,0,-0.524611377158548,0,0
"2451","209","421","42","4",0,0,52,0,0,2,1,7,2,1,0,1,1,0,0,1,0,1,0,0,1,0,-0.249649980953782,0,0
"2452","209","421","42","4",0,0,42,0,1,1,2,8,2,1,0,1,1,0,1,1,0,0,1,1,0,0,-0.0595875945670541,0,0
"2453","209","421","42","4",0,0,45,0,1,3,2,11,3,1,0,1,1,1,1,1,1,0,0,0,1,1,-0.729145259478431,0,0
"2454","215","421","42","4",0,0,50,0,0,2,2,6,2,1,0,1,0,0,0,1,0,0,0,1,0,0,0.685619802583137,0,0
"2455","215","421","42","4",0,0,50,0,0,3,2,6,3,1,0,1,1,0,1,1,0,1,0,1,0,0,-0.329724444812113,0,0
"2456","215","421","42","4",0,0,60,0,0,2,1,5,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0.991346993874805,0,0
"2457","215","421","42","4",0,0,45,0,1,2,2,7,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0.800547176291,0,0
"2458","215","421","42","4",0,0,46,0,0,2,2,9,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0.126471988942458,0,0
"2459","215","421","42","4",0,0,99,0,0,1,2,5,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1.257309600195,0,0
"2460","215","421","42","4",0,0,46,0,1,2,3,5,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0.0838797210548259,0,0
"2461","215","421","42","4",0,0,65,0,1,1,4,12,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0.341835004508945,0,0
"2462","215","421","42","4",0,0,70,1,0,1,4,7,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1.257309600195,0,0
"2463","215","421","42","4",0,0,52,0,0,2,1,6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1.257309600195,0,0
"2464","215","421","42","4",0,0,40,0,0,1,1,9,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0.210591411620712,0,0
"2465","215","421","42","4",0,0,75,0,0,5,2,7,2,1,0,1,0,1,1,0,0,0,0,0,0,0,0.503145569102944,0,0
"2466","210","421","42","4",0,0,45,0,1,2,2,9,2,1,0,1,1,0,0,1,0,0,0,1,0,0,0.419657196262942,0,0
"2467","210","421","42","4",0,0,45,1,0,1,1,3,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0.77810696530771,0,0
"2468","210","421","42","4",1,0,40,0,1,1,0,5,1,0,0,0,0,1,0,1,0,1,0,0,0,0,-0.0867680396246367,0,0
"2469","210","421","42","4",1,0,28,1,1,0,1,4,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0.316562151386711,0,0
"2470","210","421","42","4",1,0,70,1,0,1,2,7,2,1,1,1,1,0,0,0,0,0,0,1,0,0,0.800547176291,0,0
"2471","210","421","42","4",0,0,40,0,1,1,1,7,2,1,0,1,1,1,1,1,0,1,0,1,1,0,-1.19461382962964,0,0
"2472","210","421","42","4",0,0,52,0,1,3,2,9,2,0,0,0,1,1,1,1,0,0,0,1,0,0,-0.334506834829113,0,0
"2473","210","421","42","4",1,0,40,0,1,3,1,9,1,1,0,1,1,1,1,1,0,0,0,1,0,0,-0.334506834829113,0,0
"2474","210","421","42","4",0,0,70,0,0,1,2,7,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0.397216985279652,0,0
"2475","210","421","42","4",0,0,24,0,1,1,2,7,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0.507361968970515,0,0
"2476","210","421","42","4",1,0,80,1,0,3,3,11,1,0,0,0,1,0,1,1,0,0,1,1,0,0,-0.0595875945670541,0,0
"2477","210","421","42","4",0,0,70,0,0,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.991346993874805,0,0
"2478","210","421","42","4",0,0,56,0,1,3,3,10,3,1,0,1,1,1,1,1,0,0,0,1,1,0,-0.715411194742353,0,0
"2479","210","421","42","4",0,0,59,0,0,4,2,9,3,1,0,1,1,1,0,1,0,0,0,1,0,0,-0.0643278286413472,0,0
"2480","213","421","42","4",1,0,50,1,0,2,2,6,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0.122255589074886,0,0
"2481","213","421","42","4",0,0,37,1,0,0,1,6,2,0,0,0,1,0,0,0,0,1,0,1,0,0,0.321344541403711,0,0
"2482","213","421","42","4",0,0,50,0,0,2,1,6,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0.131254378959458,0,0
"2483","213","421","42","4",0,0,70,0,0,1,1,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.991346993874805,0,0
"2484","213","421","42","4",0,0,38,0,1,1,1,7,2,1,0,1,1,1,0,0,1,0,1,1,0,1,-0.0970375155754023,0,0
"2485","213","421","42","4",0,0,42,0,1,1,1,8,1,0,0,0,1,1,1,1,1,0,1,0,1,1,-0.938211044120661,0,0
"2486","213","421","42","4",0,0,45,0,1,2,1,9,3,0,0,0,1,1,1,1,1,1,0,1,1,1,-1.39914771194952,0,0
"2487","213","421","42","4",1,0,46,0,1,2,2,8,2,0,0,0,1,1,1,1,1,1,1,1,1,1,-1.60821349659175,0,0
"2488","213","421","42","4",0,0,62,0,0,2,1,7,3,0,0,0,1,1,1,1,1,0,1,1,0,0,-0.62139481122534,0,0
"2489","213","421","42","4",0,0,75,0,1,4,2,9,3,0,0,0,1,1,0,0,1,1,1,1,1,1,-0.957144510375931,0,0
"2490","213","421","42","4",0,0,40,0,1,1,1,7,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0.210591411620712,0,0
"2491","213","421","42","4",0,0,42,0,1,1,1,3,3,1,0,1,1,1,1,1,1,0,0,0,1,1,-0.729145259478431,0,0
"2492","213","421","42","4",0,0,58,0,1,2,2,9,1,0,0,0,1,1,1,1,0,0,0,0,0,0,-0.143707017245308,0,0
"2493","213","421","42","4",0,0,39,0,1,1,1,9,5,1,0,1,1,1,1,1,1,1,0,0,1,1,-1.20834789436572,0,0
"2494","213","421","42","4",0,0,65,1,0,0,2,3,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0.512144358987515,0,0
"2495","213","421","42","4",0,0,55,1,0,1,1,2,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0.721167987687038,0,0
"2496","213","421","42","4",0,0,38,0,1,3,1,10,2,0,0,0,1,1,1,1,1,1,0,1,1,1,-1.39914771194952,0,0
"2497","213","421","42","4",0,0,70,0,1,4,2,9,1,0,0,0,1,1,1,0,1,1,0,0,0,0,-0.319841863858537,0,0
"2498","213","421","42","4",1,0,54,0,1,2,2,8,1,0,0,0,1,1,1,1,1,0,0,0,0,0,-0.221529208999305,0,0
"2499","212","421","42","4",0,0,70,0,1,3,2,8,5,1,0,1,1,0,0,0,1,0,0,1,0,0,0.722724984537003,0,0
"2500","212","421","42","4",0,0,50,0,1,1,2,10,2,1,0,1,1,1,0,0,0,1,0,0,0,0,0.0281593340832265,0,0
"2501","212","421","42","4",0,0,36,0,1,1,1,7,3,1,0,1,1,1,1,1,1,1,0,1,1,1,-1.39914771194952,0,0
"2502","212","421","42","4",0,0,55,0,1,2,3,12,3,0,0,0,1,1,1,0,1,0,0,0,0,1,0.0326490804628665,0,0
"2503","212","421","42","4",0,0,41,0,1,4,1,12,2,1,1,1,1,1,1,0,1,0,1,0,1,1,-0.557321064092603,0,0
"2504","212","421","42","4",1,0,43,1,0,1,2,7,3,1,0,1,1,0,0,0,0,0,0,0,0,1,0.864635303308919,0,0
"2505","212","421","42","4",0,0,35,0,0,1,1,8,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0.991346993874805,0,0
"2506","212","421","42","4",0,0,40,0,0,1,1,7,4,0,0,0,1,1,0,1,0,0,0,0,0,0,0.126471988942458,0,0
"2507","212","421","42","4",0,0,65,0,0,1,1,6,2,1,1,1,1,0,0,1,0,0,0,1,0,0,0.419657196262942,0,0
"2508","212","421","42","4",0,0,50,0,1,3,1,5,4,1,0,1,1,1,0,0,1,1,0,0,1,0,-0.43056721758401,0,0
"2509","212","421","42","4",0,0,65,0,0,3,1,5,3,1,0,1,1,1,0,1,0,0,1,0,0,0,-0.0825937956997724,0,0
"2510","212","421","42","4",0,0,35,0,1,1,1,6,4,1,0,1,1,1,1,1,0,1,0,0,1,0,-1.00381401204584,0,0
"2511","212","421","42","4",1,0,85,0,1,1,1,2,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0.419657196262942,0,0
"2512","212","421","42","4",0,0,52,0,1,1,1,7,5,1,0,1,1,1,1,1,0,0,0,0,1,0,-0.524611377158548,0,0
"2513","212","421","42","4",0,0,75,1,0,2,1,4,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0.991346993874805,0,0
"2514","212","421","42","4",0,0,40,1,0,0,2,5,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0.24196535279975,0,0
"2515","212","421","42","4",0,0,54,0,0,2,2,5,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0.991346993874805,0,0
"2516","212","421","42","4",0,0,68,1,0,3,2,5,4,1,0,1,1,0,1,0,1,1,0,0,1,1,-0.343472889433373,0,0
"2517","217","421","42","4",1,0,45,1,0,1,2,3,2,0,0,0,1,0,0,1,0,1,0,0,0,0,0.131254378959458,0,0
"2518","217","421","42","4",0,0,35,0,1,1,1,7,5,1,0,1,1,1,0,1,0,1,0,1,1,1,-1.05114651400776,0,0
"2519","217","421","42","4",0,0,45,0,0,1,1,6,5,1,0,1,1,0,0,1,0,1,0,1,1,0,-0.440449798537587,0,0
"2520","217","421","42","4",0,0,40,0,1,2,1,8,4,1,0,1,1,0,0,1,0,1,0,0,0,0,0.131254378959458,0,0
"2521","216","421","42","4",0,0,80,1,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0.77810696530771,0,0
"2522","216","421","42","4",0,0,35,0,1,1,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.257309600195,0,0
"2523","216","421","42","4",0,0,40,0,1,2,2,13,5,1,0,1,1,1,0,0,0,0,0,1,0,0,0.316562151386711,0,0
"2524","216","421","42","4",0,0,45,0,1,2,2,9,3,1,0,1,1,1,0,0,0,1,0,0,0,0,0.0281593340832265,0,0
"2525","216","421","42","4",0,0,45,0,0,1,1,7,3,0,0,0,0,1,0,1,0,0,0,0,1,0,0.0115302353494127,0,0
"2526","216","421","42","4",1,0,60,0,0,1,2,9,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0.503145569102944,0,0
"2527","216","421","42","4",0,0,45,0,1,2,1,8,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1.257309600195,0,0
"2528","216","421","42","4",0,0,38,0,1,1,1,6,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0.201634777678848,0,0
"2529","216","421","42","4",0,0,37,0,0,2,2,8,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1.257309600195,0,0
"2530","216","421","42","4",0,0,45,1,0,1,1,6,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1.257309600195,0,0
"2531","216","421","42","4",0,0,60,0,0,1,1,3,2,1,0,1,1,1,0,0,0,1,0,0,0,0,0.0281593340832265,0,0
"2532","216","421","42","4",0,0,30,1,0,0,1,7,2,1,0,1,1,0,0,1,0,1,0,0,0,0,0.131254378959458,0,0
"2533","216","421","42","4",0,0,50,0,0,2,1,6,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0.530368170103234,0,0
"2534","216","421","42","4",1,0,30,0,0,1,1,4,3,0,0,0,1,1,1,1,0,0,1,1,0,0,-0.543572619471343,0,0
"2535","216","421","42","4",0,0,40,0,0,1,1,9,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1.257309600195,0,0
"2536","218","421","42","4",0,0,44,0,0,2,1,6,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0.507361968970515,0,0
"2537","218","421","42","4",0,0,45,0,0,1,1,7,4,0,0,0,1,0,0,1,0,1,0,0,0,1,0.00454268839357162,0,0
"2538","218","421","42","4",0,0,44,0,0,1,2,8,2,0,0,0,1,1,1,1,0,1,0,0,0,0,-0.622909652132597,0,0
"2539","218","421","42","4",0,0,40,0,1,1,1,8,4,0,0,0,1,0,0,1,0,1,0,0,0,1,0.00454268839357162,0,0
"2540","218","421","42","4",0,0,65,0,0,1,1,5,3,0,0,0,1,0,1,0,0,1,0,0,0,0,0.24196535279975,0,0
"2541","218","421","42","4",0,0,36,0,0,1,1,9,3,0,0,0,1,1,1,0,0,1,0,0,0,0,-0.242019672104539,0,0
"2542","218","421","42","4",0,0,65,0,0,2,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.257309600195,0,0
"2543","218","421","42","4",0,0,45,1,0,1,1,3,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0.876419620166941,0,0
"2544","218","421","42","4",0,0,60,1,0,1,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.257309600195,0,0
"2545","218","421","42","4",0,0,47,0,1,2,1,10,3,0,0,0,1,1,0,1,0,0,0,0,0,0,0.126471988942458,0,0
"2546","218","421","42","4",0,0,65,0,0,2,1,9,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0.610457013846747,0,0
"2547","218","421","42","4",0,0,38,0,0,1,1,8,2,0,0,0,1,1,1,1,0,0,0,0,0,0,-0.143707017245308,0,0
"2548","218","421","42","4",0,0,57,0,1,1,2,8,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0.507361968970515,0,0
"2549","218","421","42","4",0,0,85,0,0,1,1,6,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0.991346993874805,0,0
"2550","218","421","42","4",0,0,75,0,0,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1.257309600195,0,0
"2551","207","411","41","4",1,0,75,1,0,1,2,3,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0.991346993874805,0,0
"2552","207","411","41","4",0,0,50,1,0,3,3,9,2,0,1,1,1,1,0,1,0,0,0,1,0,0,-0.0643278286413472,0,0
"2553","207","411","41","4",0,0,45,0,1,2,1,8,1,0,1,1,1,0,0,1,0,1,0,1,0,0,-0.0595454386243472,0,0
"2554","207","411","41","4",1,0,35,0,1,1,1,6,1,0,1,1,1,1,0,1,0,0,0,1,0,0,-0.0643278286413472,0,0
"2555","207","411","41","4",0,0,48,0,1,1,3,6,2,0,1,1,0,0,0,0,0,0,0,1,0,0,1.06650978261119,0,0
"2556","207","411","41","4",0,0,50,0,1,1,1,4,1,0,1,1,1,1,1,1,0,1,0,1,0,0,-0.813709469716402,0,0
"2557","207","411","41","4",0,0,27,0,1,1,1,6,2,0,1,1,0,1,0,0,0,1,0,1,0,0,0.103322122819616,0,0
"2558","207","411","41","4",0,0,40,0,1,1,2,7,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0.587307147723905,1200,1
"2559","207","411","41","4",0,0,80,1,0,1,2,5,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0.77810696530771,0,0
"2560","207","411","41","4",0,0,56,0,1,1,1,7,2,0,1,1,1,1,0,0,0,0,0,1,0,0,0.316562151386711,0,0
"2561","207","411","41","4",1,0,60,1,0,0,1,1,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0.991346993874805,0,0
"2562","207","411","41","4",0,0,80,0,0,1,1,2,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0.77810696530771,0,0
"2564","199","411","41","4",0,0,35,0,1,1,1,6,2,1,1,1,1,1,1,1,0,0,1,1,1,0,-0.924476979384583,0,0
"2565","199","411","41","4",0,0,50,0,1,1,1,7,3,1,0,1,1,1,1,1,0,1,1,1,1,0,-1.40367961427187,0,0
"2566","199","411","41","4",0,0,45,0,1,1,1,6,2,0,1,1,0,1,0,0,0,0,0,1,0,0,0.582524757706905,0,0
"2568","199","411","41","4",0,0,55,1,0,1,1,4,3,0,1,1,1,1,0,1,0,0,0,1,0,0,-0.0643278286413472,0,0
"2569","199","411","41","4",0,0,70,1,0,0,2,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1.257309600195,0,0
"2570","199","411","41","4",1,0,65,0,1,2,1,8,4,1,1,1,1,1,1,0,0,1,0,0,1,0,-0.622924032017779,0,0
"2571","199","411","41","4",0,0,30,0,1,1,1,5,2,1,1,1,1,1,1,0,0,0,1,1,1,0,-0.543586999356525,0,0
"2572","199","411","41","4",0,0,40,0,0,1,1,7,2,1,1,1,1,0,0,0,0,0,0,1,0,0,0.800547176291,0,0
"2573","199","411","41","4",0,0,50,1,0,2,3,8,2,1,1,1,1,1,0,1,0,0,1,1,0,0,-0.273393613283577,0,0
"2574","199","411","41","4",0,0,65,0,0,4,1,9,3,1,1,1,1,1,0,0,0,0,0,1,0,1,0.189850460820825,0,0
"2575","198","411","41","4",0,0,65,0,1,1,1,4,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0.131254378959458,0,0
"2576","198","411","41","4",1,0,60,1,0,1,3,5,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0.131254378959458,0,0
"2577","198","411","41","4",0,0,75,0,1,5,2,8,1,0,1,1,1,1,0,1,0,1,0,1,0,0,-0.543530463528636,0,0
"2578","198","411","41","4",0,0,55,1,0,1,2,4,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0.512144358987515,0,0
"2579","198","411","41","4",1,0,40,0,0,2,2,8,2,0,1,1,1,1,0,0,0,0,0,1,0,1,0.189850460820825,0,0
"2581","198","411","41","4",0,0,33,0,1,1,1,5,2,0,1,1,1,1,0,0,0,0,1,1,0,1,-0.0192153238214052,0,0
"2582","198","411","41","4",0,0,47,0,1,1,1,3,2,0,1,1,1,1,1,1,0,0,0,0,0,1,-0.270418707811194,0,0
"2584","198","411","41","4",0,0,32,0,0,1,2,5,1,0,1,1,1,1,0,0,0,0,1,1,0,1,-0.0192153238214052,0,0
"2585","198","411","41","4",0,0,65,0,1,2,3,10,1,0,1,1,1,1,0,1,0,0,1,1,0,1,-0.400105303849463,0,0
"2586","198","411","41","4",0,0,67,0,1,6,2,11,2,0,0,0,1,1,1,1,1,0,0,0,0,0,-0.221529208999305,0,0
"2587","198","411","41","4",0,0,45,0,1,1,2,8,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0.800547176291,0,0
"2589","198","411","41","4",1,0,48,0,1,3,1,8,1,0,0,0,1,1,0,1,0,1,1,1,0,0,-0.752596248170866,0,0
"2590","198","411","41","4",0,0,60,0,0,2,1,8,1,0,1,1,1,1,1,1,0,0,0,1,0,0,-0.334506834829113,0,0
"2591","198","411","41","4",0,1,75,1,0,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.864635303308919,0,0
"2592","198","411","41","4",0,0,45,0,0,1,1,7,2,0,1,1,1,1,1,1,0,1,1,1,1,0,-1.40367961427187,0,0
"2593","203","411","41","4",0,0,70,0,0,1,1,6,3,1,1,1,0,0,0,0,0,0,0,1,0,0,1.06650978261119,0,0
"2594","203","411","41","4",0,0,65,1,0,0,1,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1.257309600195,0,0
"2595","203","411","41","4",0,0,85,1,0,0,1,2,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1.06650978261119,0,0
"2596","203","411","41","4",0,0,60,0,0,2,3,8,2,1,1,1,0,0,0,0,0,1,0,1,0,0,0.587307147723905,0,0
"2597","203","411","41","4",0,0,43,0,0,2,1,8,3,1,1,1,0,0,0,0,0,1,0,1,0,0,0.587307147723905,0,0
"2598","203","411","41","4",0,0,60,0,0,3,1,6,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1.06650978261119,0,0
